AIRLINE,AIRCRAFT,FLIGHT_DURATION,MONTH,INTERNATIONAL,SEATS_ECONOMY,SEATS_PREMIUM,PITCH_ECONOMY,PITCH_PREMIUM,WIDTH_ECONOMY,WIDTH_PREMIUM,PRICE_ECONOMY,PRICE_PREMIUM,PRICE_RELATIVE,N,LAMBDA,QUALITY
Jet,0,4.16,1,1,124,16,30,40,17,21,297,620,1.09,140,0.11,10
Jet,0,3.16,1,1,162,8,30,40,17,21,234,483,1.07,170,0.05,10
Jet,0,3.25,1,1,124,16,30,40,17,21,234,483,1.06,140,0.11,10
Jet,0,4.08,2,1,124,16,30,40,17,21,156,318,1.04,140,0.11,10
Jet,0,4.16,3,1,124,16,30,40,17,21,156,318,1.04,140,0.11,10
Jet,1,9.5,1,1,147,21,32,38,18,19,429,841,0.96,168,0.13,6
Jet,0,4.16,2,1,124,16,30,40,17,21,324,620,0.91,140,0.11,10
Jet,1,9.5,0,1,147,21,32,38,18,19,462,841,0.82,168,0.13,6
Jet,0,2.5,1,1,124,16,30,40,17,21,147,267,0.81,140,0.11,10
Jet,0,2.66,1,1,124,16,30,40,17,21,127,228,0.79,140,0.11,10
Jet,0,2.58,1,1,162,8,30,40,17,21,172,304,0.77,170,0.05,10
Jet,0,2.58,2,1,162,8,30,40,17,21,172,304,0.77,170,0.05,10
Jet,0,2.58,3,1,162,8,30,40,17,21,172,304,0.77,170,0.05,10
Jet,0,4.33,0,1,124,16,30,40,17,21,154,267,0.74,140,0.11,10
Jet,0,4.33,1,1,124,16,30,40,17,21,154,267,0.74,140,0.11,10
Jet,0,4.33,2,1,124,16,30,40,17,21,154,267,0.74,140,0.11,10
Jet,0,4.33,3,1,124,16,30,40,17,21,154,267,0.74,140,0.11,10
Jet,0,3.16,2,1,162,8,30,40,17,21,293,483,0.65,170,0.05,10
Jet,0,4.25,0,1,17,21,30,40,17,21,215,354,0.65,38,0.55,10
Jet,0,2.58,0,1,162,8,30,40,17,21,281,451,0.6,170,0.05,10
Jet,0,2.58,3,1,162,8,30,40,17,21,295,464,0.58,170,0.05,10
Jet,0,3.25,2,1,124,16,30,40,17,21,322,483,0.5,140,0.11,10
Jet,0,3.08,0,1,138,28,30,40,17,21,354,524,0.48,166,0.17,10
Jet,0,3.08,1,1,138,28,30,40,17,21,354,524,0.48,166,0.17,10
Jet,0,3.08,2,1,138,28,30,40,17,21,354,524,0.48,166,0.17,10
Jet,0,3.08,3,1,138,28,30,40,17,21,354,524,0.48,166,0.17,10
Jet,0,2.58,1,1,162,8,30,40,17,21,380,550,0.45,170,0.05,10
Jet,0,2.58,2,1,162,8,30,40,17,21,380,550,0.45,170,0.05,10
Jet,1,8.91,2,1,147,21,32,38,18,19,557,789,0.42,168,0.13,6
Jet,1,8.91,3,1,147,21,32,38,18,19,557,789,0.42,168,0.13,6
Jet,1,9.5,2,1,147,21,32,38,18,19,661,928,0.4,168,0.13,6
Jet,1,8.91,1,1,147,21,32,38,18,19,676,931,0.38,168,0.13,6
Jet,0,3.25,0,1,162,8,30,40,17,21,505,696,0.38,170,0.05,10
Jet,0,3.08,1,1,138,28,30,40,17,21,464,616,0.33,166,0.17,10
Jet,0,3.08,2,1,138,28,30,40,17,21,464,616,0.33,166,0.17,10
Jet,0,3.08,3,1,138,28,30,40,17,21,464,616,0.33,166,0.17,10
Jet,0,3.08,0,1,138,28,30,40,17,21,489,616,0.26,166,0.17,10
Jet,0,3.25,0,1,124,16,30,40,17,21,594,696,0.17,140,0.11,10
Jet,0,2.58,0,1,162,8,30,40,17,21,510,569,0.12,170,0.05,10
Singapore,0,13.91,1,1,184,28,32,38,19,20,794,1671,1.11,212,0.13,6
Singapore,1,13.33,0,1,333,36,32,38,19,20,505,1004,0.99,369,0.1,6
Singapore,1,13.33,1,1,333,36,32,38,19,20,505,1004,0.99,369,0.1,6
Singapore,1,13.33,2,1,333,36,32,38,19,20,505,1004,0.99,369,0.1,6
Singapore,1,13.33,3,1,333,36,32,38,19,20,505,1004,0.99,369,0.1,6
Singapore,1,6.16,0,1,333,36,32,38,19,20,505,1004,0.99,369,0.1,6
Singapore,1,6.16,1,1,333,36,32,38,19,20,505,1004,0.99,369,0.1,6
Singapore,1,6.16,2,1,333,36,32,38,19,20,505,1004,0.99,369,0.1,6
Singapore,1,6.16,3,1,333,36,32,38,19,20,505,1004,0.99,369,0.1,6
Singapore,0,13.91,2,1,184,28,32,38,19,20,794,1452,0.83,212,0.13,6
Singapore,0,13.91,3,1,184,28,32,38,19,20,794,1452,0.83,212,0.13,6
Singapore,0,13.91,0,1,184,28,32,38,19,20,794,1408,0.77,212,0.13,6
Singapore,1,12.66,0,1,333,36,32,38,19,20,690,1110,0.61,369,0.1,6
Singapore,1,12.66,1,1,333,36,32,38,19,20,690,1110,0.61,369,0.1,6
Singapore,1,12.66,2,1,333,36,32,38,19,20,690,1110,0.61,369,0.1,6
Singapore,1,12.66,3,1,333,36,32,38,19,20,690,1110,0.61,369,0.1,6
Singapore,1,6.5,0,1,333,36,32,38,19,20,690,1110,0.61,369,0.1,6
Singapore,1,6.5,1,1,333,36,32,38,19,20,690,1110,0.61,369,0.1,6
Singapore,1,6.5,2,1,333,36,32,38,19,20,690,1110,0.61,369,0.1,6
Singapore,1,6.5,3,1,333,36,32,38,19,20,690,1110,0.61,369,0.1,6
Singapore,0,12.41,1,1,184,28,32,38,19,20,1215,1947,0.6,212,0.13,6
Singapore,0,12.41,2,1,184,28,32,38,19,20,1215,1947,0.6,212,0.13,6
Singapore,0,12.41,3,1,184,28,32,38,19,20,1215,1947,0.6,212,0.13,6
Singapore,0,10.83,0,1,184,28,32,38,19,20,876,1356,0.55,212,0.13,6
Singapore,0,10.83,1,1,184,28,32,38,19,20,609,900,0.48,212,0.13,6
Singapore,0,10.83,2,1,184,28,32,38,19,20,609,900,0.48,212,0.13,6
Singapore,0,14.66,1,1,184,28,32,38,19,20,1406,1584,0.13,212,0.13,6
Singapore,0,14.66,2,1,184,28,32,38,19,20,1406,1584,0.13,212,0.13,6
Singapore,0,14.66,3,1,184,28,32,38,19,20,1406,1584,0.13,212,0.13,6
Singapore,0,9.66,1,1,184,28,32,38,19,20,1247,1407,0.13,212,0.13,6
Singapore,0,9.66,2,1,184,28,32,38,19,20,1247,1407,0.13,212,0.13,6
Singapore,0,9.66,3,1,184,28,32,38,19,20,1247,1407,0.13,212,0.13,6
Singapore,0,3.83,0,1,184,28,32,38,19,20,563,619,0.1,212,0.13,6
Singapore,0,3.83,1,1,184,28,32,38,19,20,563,619,0.1,212,0.13,6
Singapore,0,3.83,2,1,184,28,32,38,19,20,563,619,0.1,212,0.13,6
Singapore,0,3.83,3,1,184,28,32,38,19,20,563,619,0.1,212,0.13,6
Singapore,0,12.75,1,1,184,28,32,38,19,20,1431,1564,0.09,212,0.13,6
Singapore,0,12.75,2,1,184,28,32,38,19,20,1431,1564,0.09,212,0.13,6
Singapore,0,12.75,3,1,184,28,32,38,19,20,1431,1564,0.09,212,0.13,6
Singapore,0,12.75,0,1,184,28,32,38,19,20,1431,1564,0.09,212,0.13,6
Virgin,0,11.25,0,1,198,35,31,38,18,21,574,1619,1.82,233,0.15,7
Virgin,0,11.25,1,1,198,35,31,38,18,21,574,1619,1.82,233,0.15,7
Virgin,0,11.25,2,1,198,35,31,38,18,21,574,1619,1.82,233,0.15,7
Virgin,0,11.25,3,1,198,35,31,38,18,21,574,1619,1.82,233,0.15,7
Virgin,0,12.08,1,1,198,35,31,38,18,21,1086,2964,1.73,233,0.15,7
Virgin,0,12.08,2,1,198,35,31,38,18,21,1086,2964,1.73,233,0.15,7
Virgin,0,12.08,3,1,198,35,31,38,18,21,1086,2964,1.73,233,0.15,7
Virgin,0,12.08,0,1,198,35,31,38,18,21,1247,2964,1.38,233,0.15,7
Virgin,1,6.91,0,1,233,38,31,38,18,21,1434,2982,1.08,271,0.14,7
Virgin,1,6.91,1,1,233,38,31,38,18,21,1434,2982,1.08,271,0.14,7
Virgin,1,6.91,2,1,233,38,31,38,18,21,1434,2982,1.08,271,0.14,7
Virgin,1,6.91,3,1,233,38,31,38,18,21,1434,2982,1.08,271,0.14,7
Virgin,1,6.58,0,1,233,38,31,38,18,21,1476,2997,1.03,271,0.14,7
Virgin,1,6.58,1,1,233,38,31,38,18,21,1476,2997,1.03,271,0.14,7
Virgin,1,6.58,2,1,233,38,31,38,18,21,1476,2997,1.03,271,0.14,7
Virgin,1,6.58,3,1,233,38,31,38,18,21,1476,2997,1.03,271,0.14,7
Virgin,0,9.91,0,1,375,66,31,38,18,21,1781,3509,0.97,441,0.15,7
Virgin,0,9.91,1,1,375,66,31,38,18,21,1781,3509,0.97,441,0.15,7
Virgin,0,9.91,2,1,375,66,31,38,18,21,1781,3509,0.97,441,0.15,7
Virgin,0,9.91,3,1,375,66,31,38,18,21,1781,3509,0.97,441,0.15,7
Virgin,0,10.83,0,1,198,35,31,38,18,21,1580,3019,0.91,233,0.15,7
Virgin,0,10.83,1,1,198,35,31,38,18,21,1580,3019,0.91,233,0.15,7
Virgin,0,10.83,2,1,198,35,31,38,18,21,1580,3019,0.91,233,0.15,7
Virgin,0,10.83,3,1,198,35,31,38,18,21,1580,3019,0.91,233,0.15,7
Virgin,1,10.41,0,1,233,38,31,38,18,21,1903,3509,0.84,271,0.14,7
Virgin,1,10.41,1,1,233,38,31,38,18,21,1903,3509,0.84,271,0.14,7
Virgin,1,10.41,2,1,233,38,31,38,18,21,1903,3509,0.84,271,0.14,7
Virgin,0,10.41,3,1,198,35,31,38,18,21,1903,3509,0.84,233,0.15,7
Virgin,1,8,0,1,185,48,31,38,18,21,1813,3128,0.73,233,0.21,7
Virgin,1,8,1,1,185,48,31,38,18,21,1813,3128,0.73,233,0.21,7
Virgin,1,8,2,1,185,48,31,38,18,21,1813,3128,0.73,233,0.21,7
Virgin,1,8,3,1,185,48,31,38,18,21,1813,3128,0.73,233,0.21,7
Virgin,0,12.58,1,1,198,35,31,38,18,21,1096,1710,0.56,233,0.15,7
Virgin,0,10.75,0,1,375,66,31,38,18,21,2445,3694,0.51,441,0.15,7
Virgin,0,10.75,1,1,375,66,31,38,18,21,2445,3694,0.51,441,0.15,7
Virgin,0,10.75,2,1,375,66,31,38,18,21,2445,3694,0.51,441,0.15,7
Virgin,0,10.75,3,1,375,66,31,38,18,21,2445,3694,0.51,441,0.15,7
Virgin,0,12.58,3,1,198,35,31,38,18,21,975,1465,0.5,233,0.15,7
Virgin,1,11.33,1,1,233,38,31,38,18,21,2369,3540,0.49,271,0.14,7
Virgin,1,11.33,2,1,233,38,31,38,18,21,2369,3540,0.49,271,0.14,7
Virgin,0,11.33,3,1,198,35,31,38,18,21,2369,3540,0.49,233,0.15,7
Virgin,1,7.41,0,1,233,38,31,38,18,21,1767,2499,0.41,271,0.14,7
Virgin,1,7.41,1,1,233,38,31,38,18,21,1767,2499,0.41,271,0.14,7
Virgin,1,7.41,2,1,233,38,31,38,18,21,1767,2499,0.41,271,0.14,7
Virgin,1,7.41,3,1,233,38,31,38,18,21,1767,2499,0.41,271,0.14,7
Virgin,0,7.66,0,1,198,35,31,38,18,21,1811,2531,0.4,233,0.15,7
Virgin,0,7.66,1,1,198,35,31,38,18,21,1811,2531,0.4,233,0.15,7
Virgin,0,7.66,2,1,198,35,31,38,18,21,1811,2531,0.4,233,0.15,7
Virgin,0,7.66,3,1,198,35,31,38,18,21,1811,2531,0.4,233,0.15,7
Virgin,1,8.83,0,1,185,48,31,38,18,21,2052,2856,0.39,233,0.21,7
Virgin,1,8.83,1,1,185,48,31,38,18,21,2052,2856,0.39,233,0.21,7
Virgin,1,8.83,2,1,185,48,31,38,18,21,2052,2856,0.39,233,0.21,7
Virgin,1,8.83,3,1,185,48,31,38,18,21,2052,2856,0.39,233,0.21,7
Virgin,1,7.08,0,1,233,38,31,38,18,21,1919,2409,0.26,271,0.14,7
Virgin,1,7.08,1,1,185,48,31,38,18,21,1919,2409,0.26,233,0.21,7
Virgin,1,7.08,2,1,185,48,31,38,18,21,1919,2409,0.26,233,0.21,7
Virgin,1,7.08,3,1,185,48,31,38,18,21,1919,2409,0.26,233,0.21,7
Virgin,0,12.58,2,1,198,35,31,38,18,21,1356,1710,0.26,233,0.15,7
Virgin,1,7.75,0,1,233,38,31,38,18,21,540,594,0.1,271,0.14,7
Virgin,1,7.75,1,1,185,48,31,38,18,21,540,594,0.1,233,0.21,7
Virgin,1,7.75,2,1,233,38,31,38,18,21,540,594,0.1,271,0.14,7
Virgin,1,7.75,3,1,233,38,31,38,18,21,540,594,0.1,271,0.14,7
